time_point(ms),time(UTC+8),pt(ep)
1747539908000,2025-05-18 11:45:08,490767
1747541706000,2025-05-18 12:15:06,494664
1747543508000,2025-05-18 12:45:08,501711
1747545310000,2025-05-18 13:15:10,504445
1747547101000,2025-05-18 13:45:01,509200
1747548905000,2025-05-18 14:15:05,515730
1747550709000,2025-05-18 14:45:09,527983
1747552502000,2025-05-18 15:15:02,534840
1747554306000,2025-05-18 15:45:06,543155
1747556109000,2025-05-18 16:15:09,548155
1747557902000,2025-05-18 16:45:02,555859
1747559706000,2025-05-18 17:15:06,564719
1747561509000,2025-05-18 17:45:09,567461
1747563303000,2025-05-18 18:15:03,574667
1747565107000,2025-05-18 18:45:07,579189
1747566920000,2025-05-18 19:15:20,585705
1747568703000,2025-05-18 19:45:03,592120
1747570505000,2025-05-18 20:15:05,596548
1747572309000,2025-05-18 20:45:09,602962
1747574101000,2025-05-18 21:15:01,610015
1747575905000,2025-05-18 21:45:05,614470
1747577709000,2025-05-18 22:15:09,623385
1747579502000,2025-05-18 22:45:02,632578
1747581305000,2025-05-18 23:15:05,642818
1747583108000,2025-05-18 23:45:08,650270
1747584901000,2025-05-19 00:15:01,658125
1747586704000,2025-05-19 00:45:04,664191
1747588508000,2025-05-19 01:15:08,673545
1747590300000,2025-05-19 01:45:00,676500
1747592103000,2025-05-19 02:15:03,679195
1747593905000,2025-05-19 02:45:05,682022
1747595707000,2025-05-19 03:15:07,683250
1747597509000,2025-05-19 03:45:09,685597
1747599302000,2025-05-19 04:15:02,686190
1747601106000,2025-05-19 04:45:06,687132
1747602908000,2025-05-19 05:15:08,687132
1747604702000,2025-05-19 05:45:02,688225
1747606505000,2025-05-19 06:15:05,688225
1747608309000,2025-05-19 06:45:09,689600
1747610102000,2025-05-19 07:15:02,690325
1747611906000,2025-05-19 07:45:06,691205
1747613709000,2025-05-19 08:15:09,694483
1747615502000,2025-05-19 08:45:02,701080
1747617306000,2025-05-19 09:15:06,702143
1747619108000,2025-05-19 09:45:08,706965
1747620901000,2025-05-19 10:15:01,708597
1747622706000,2025-05-19 10:45:06,715376
1747624509000,2025-05-19 11:15:09,716766
1747626302000,2025-05-19 11:45:02,722147
1747628107000,2025-05-19 12:15:07,729597
1747629910000,2025-05-19 12:45:10,733972
1747631703000,2025-05-19 13:15:03,743582
1747633507000,2025-05-19 13:45:07,745330
1747635300000,2025-05-19 14:15:00,747213
1747637103000,2025-05-19 14:45:03,751478
1747638906000,2025-05-19 15:15:06,755509
1747640708000,2025-05-19 15:45:08,759843
1747642500000,2025-05-19 16:15:00,766128
1747644303000,2025-05-19 16:45:03,769735
1747646106000,2025-05-19 17:15:06,771738
1747647908000,2025-05-19 17:45:08,776215
1747649700000,2025-05-19 18:15:00,780485
1747651504000,2025-05-19 18:45:04,790617
1747653307000,2025-05-19 19:15:07,796155
1747655110000,2025-05-19 19:45:10,803622
1747656903000,2025-05-19 20:15:03,807345
1747658705000,2025-05-19 20:45:05,817495
1747660507000,2025-05-19 21:15:07,818865
1747662310000,2025-05-19 21:45:10,827735
1747664102000,2025-05-19 22:15:02,832266
1747665905000,2025-05-19 22:45:05,840527
1747667707000,2025-05-19 23:15:07,850455
1747669509000,2025-05-19 23:45:09,857754
1747671301000,2025-05-20 00:15:01,861386
1747673105000,2025-05-20 00:45:05,867831
1747674908000,2025-05-20 01:15:08,872493
1747676701000,2025-05-20 01:45:01,877830
1747678503000,2025-05-20 02:15:03,882262
1747680306000,2025-05-20 02:45:06,885390
1747682110000,2025-05-20 03:15:10,885390
1747683902000,2025-05-20 03:45:02,888955
1747685704000,2025-05-20 04:15:04,890410
1747687507000,2025-05-20 04:45:07,890410
1747689310000,2025-05-20 05:15:10,891426
1747691102000,2025-05-20 05:45:02,891426
1747692905000,2025-05-20 06:15:05,892275
1747694707000,2025-05-20 06:45:07,894729
1747696509000,2025-05-20 07:15:09,895922
1747698302000,2025-05-20 07:45:02,900855
1747700104000,2025-05-20 08:15:04,905596
1747701907000,2025-05-20 08:45:07,905809
1747703708000,2025-05-20 09:15:08,913487
1747705501000,2025-05-20 09:45:01,915737
1747707303000,2025-05-20 10:15:03,919886
1747709107000,2025-05-20 10:45:07,922869
1747710901000,2025-05-20 11:15:01,929315
1747712703000,2025-05-20 11:45:03,934268
1747714506000,2025-05-20 12:15:06,939982
1747716308000,2025-05-20 12:45:08,948252
1747718101000,2025-05-20 13:15:01,955191
1747719906000,2025-05-20 13:45:06,961950
1747721709000,2025-05-20 14:15:09,965955
1747723501000,2025-05-20 14:45:01,967579
1747725303000,2025-05-20 15:15:03,972905
1747727105000,2025-05-20 15:45:05,976569
1747728907000,2025-05-20 16:15:07,983526
1747730710000,2025-05-20 16:45:10,992065
1747732501000,2025-05-20 17:15:01,998282
1747734303000,2025-05-20 17:45:03,1000495
1747736105000,2025-05-20 18:15:05,1004773
1747737907000,2025-05-20 18:45:07,1008024
1747739700000,2025-05-20 19:15:00,1010936
1747741504000,2025-05-20 19:45:04,1016201
1747743306000,2025-05-20 20:15:06,1021332
1747745107000,2025-05-20 20:45:07,1025695
1747746910000,2025-05-20 21:15:10,1037442
1747748702000,2025-05-20 21:45:02,1041570
1747750504000,2025-05-20 22:15:04,1046033
1747752306000,2025-05-20 22:45:06,1050467
1747754108000,2025-05-20 23:15:08,1059356
1747755910000,2025-05-20 23:45:10,1070558
1747757702000,2025-05-21 00:15:02,1079860
1747759504000,2025-05-21 00:45:04,1087425
1747761306000,2025-05-21 01:15:06,1092360
1747763108000,2025-05-21 01:45:08,1097720
1747764910000,2025-05-21 02:15:10,1099413
1747766702000,2025-05-21 02:45:02,1104665
1747768510000,2025-05-21 03:15:10,1108588
1747770302000,2025-05-21 03:45:02,1109101
1747772105000,2025-05-21 04:15:05,1109101
1747773907000,2025-05-21 04:45:07,1109391
1747775709000,2025-05-21 05:15:09,1109850
1747777501000,2025-05-21 05:45:01,1109850
1747779303000,2025-05-21 06:15:03,1109850
1747781106000,2025-05-21 06:45:06,1114185
1747782908000,2025-05-21 07:15:08,1118442
1747784700000,2025-05-21 07:45:00,1118442
1747786503000,2025-05-21 08:15:03,1119350
1747788304000,2025-05-21 08:45:04,1124055
1747790106000,2025-05-21 09:15:06,1128037
1747791908000,2025-05-21 09:45:08,1132659
1747793710000,2025-05-21 10:15:10,1140310
1747795502000,2025-05-21 10:45:02,1142425
1747797305000,2025-05-21 11:15:05,1145810
1747799107000,2025-05-21 11:45:07,1147755
1747800909000,2025-05-21 12:15:09,1153092
1747802701000,2025-05-21 12:45:01,1160161
1747804503000,2025-05-21 13:15:03,1168425
1747806305000,2025-05-21 13:45:05,1176218
1747808107000,2025-05-21 14:15:07,1179067
1747809909000,2025-05-21 14:45:09,1181185
1747811701000,2025-05-21 15:15:01,1186745
1747813503000,2025-05-21 15:45:03,1189385
1747815305000,2025-05-21 16:15:05,1194327
1747817107000,2025-05-21 16:45:07,1200250
1747818900000,2025-05-21 17:15:00,1208930
1747820716000,2025-05-21 17:45:16,1215320
1747822508000,2025-05-21 18:15:08,1218605
1747824300000,2025-05-21 18:45:00,1224539
1747826104000,2025-05-21 19:15:04,1232076
1747827908000,2025-05-21 19:45:08,1239618
1747829701000,2025-05-21 20:15:01,1243350
1747831508000,2025-05-21 20:45:08,1249267
1747833301000,2025-05-21 21:15:01,1259112
1747835104000,2025-05-21 21:45:04,1267133
1747836906000,2025-05-21 22:15:06,1276268
1747838707000,2025-05-21 22:45:07,1292195
1747840501000,2025-05-21 23:15:01,1302130
1747842305000,2025-05-21 23:45:05,1312930
1747844109000,2025-05-22 00:15:09,1317937
1747845902000,2025-05-22 00:45:02,1327470
1747847706000,2025-05-22 01:15:06,1327989
1747849510000,2025-05-22 01:45:10,1334692
1747851303000,2025-05-22 02:15:03,1339296
1747853106000,2025-05-22 02:45:06,1345575
1747854908000,2025-05-22 03:15:08,1351145
1747856710000,2025-05-22 03:45:10,1353354
1747858503000,2025-05-22 04:15:03,1355899
1747860305000,2025-05-22 04:45:05,1356426
1747862108000,2025-05-22 05:15:08,1356426
1747863902000,2025-05-22 05:45:02,1356426
1747865706000,2025-05-22 06:15:06,1356426
1747867510000,2025-05-22 06:45:10,1360320
1747869302000,2025-05-22 07:15:02,1362150
1747871106000,2025-05-22 07:45:06,1363910
1747872910000,2025-05-22 08:15:10,1364617
1747874703000,2025-05-22 08:45:03,1367588
1747876507000,2025-05-22 09:15:07,1369606
1747878310000,2025-05-22 09:45:10,1374655
1747880102000,2025-05-22 10:15:02,1376330
1747881906000,2025-05-22 10:45:06,1381562
1747883709000,2025-05-22 11:15:09,1383088
1747885502000,2025-05-22 11:45:02,1387185
1747887306000,2025-05-22 12:15:06,1391025
1747889109000,2025-05-22 12:45:09,1400936
1747890902000,2025-05-22 13:15:02,1404345
1747892706000,2025-05-22 13:45:06,1407593
1747894508000,2025-05-22 14:15:08,1411025
1747896302000,2025-05-22 14:45:02,1415644
1747898106000,2025-05-22 15:15:06,1417003
1747899908000,2025-05-22 15:45:08,1419691
1747901700000,2025-05-22 16:15:00,1429793
1747903503000,2025-05-22 16:45:03,1437925
1747905306000,2025-05-22 17:15:06,1443989
1747907108000,2025-05-22 17:45:08,1450579
1747908911000,2025-05-22 18:15:11,1460008
1747910703000,2025-05-22 18:45:03,1469776
1747912505000,2025-05-22 19:15:05,1476883
1747914307000,2025-05-22 19:45:07,1480996
1747916110000,2025-05-22 20:15:10,1486855
1747917907000,2025-05-22 20:45:07,1490515
1747919709000,2025-05-22 21:15:09,1497474
1747921502000,2025-05-22 21:45:02,1504585
1747923304000,2025-05-22 22:15:04,1516104
1747925106000,2025-05-22 22:45:06,1525974
1747926908000,2025-05-22 23:15:08,1543506
1747928710000,2025-05-22 23:45:10,1554140
1747930502000,2025-05-23 00:15:02,1556878
1747932305000,2025-05-23 00:45:05,1569625
1747934107000,2025-05-23 01:15:07,1575096
1747935909000,2025-05-23 01:45:09,1577895
1747937702000,2025-05-23 02:15:02,1578030
1747939505000,2025-05-23 02:45:05,1584296
1747941302000,2025-05-23 03:15:02,1588605
1747943105000,2025-05-23 03:45:05,1593235
1747944907000,2025-05-23 04:15:07,1593235
1747946710000,2025-05-23 04:45:10,1596071
1747948502000,2025-05-23 05:15:02,1596071
1747950304000,2025-05-23 05:45:04,1596071
1747952107000,2025-05-23 06:15:07,1596071
1747953909000,2025-05-23 06:45:09,1598277
1747955702000,2025-05-23 07:15:02,1600055
1747957504000,2025-05-23 07:45:04,1602685
1747959307000,2025-05-23 08:15:07,1605108
1747961109000,2025-05-23 08:45:09,1609484
1747962903000,2025-05-23 09:15:03,1610397
1747964706000,2025-05-23 09:45:06,1617615
1747966508000,2025-05-23 10:15:08,1620553
1747968301000,2025-05-23 10:45:01,1623470
1747970104000,2025-05-23 11:15:04,1629002
1747971907000,2025-05-23 11:45:07,1629334
1747973701000,2025-05-23 12:15:01,1634670
1747975504000,2025-05-23 12:45:04,1640895
1747977306000,2025-05-23 13:15:06,1649489
1747979109000,2025-05-23 13:45:09,1655073
1747980902000,2025-05-23 14:15:02,1657335
1747982705000,2025-05-23 14:45:05,1665936
1747984507000,2025-05-23 15:15:07,1671327
1747986312000,2025-05-23 15:45:12,1678601
1747988104000,2025-05-23 16:15:04,1686953
1747989908000,2025-05-23 16:45:08,1694555
1747991701000,2025-05-23 17:15:01,1696784
1747993507000,2025-05-23 17:45:07,1700195
1747995310000,2025-05-23 18:15:10,1712455
1747997103000,2025-05-23 18:45:03,1717370
1747998906000,2025-05-23 19:15:06,1727200
1748000708000,2025-05-23 19:45:08,1734552
1748002520000,2025-05-23 20:15:20,1747181
1748004308000,2025-05-23 20:45:08,1760753
1748006101000,2025-05-23 21:15:01,1766340
1748007904000,2025-05-23 21:45:04,1780019
1748009706000,2025-05-23 22:15:06,1790098
1748011509000,2025-05-23 22:45:09,1802013
1748013303000,2025-05-23 23:15:03,1808157
1748015106000,2025-05-23 23:45:06,1834149
1748016908000,2025-05-24 00:15:08,1852485
1748018700000,2025-05-24 00:45:00,1856777
1748020504000,2025-05-24 01:15:04,1867635
1748022308000,2025-05-24 01:45:08,1878276
1748024101000,2025-05-24 02:15:01,1894150
1748025904000,2025-05-24 02:45:04,1898085
1748027707000,2025-05-24 03:15:07,1901125
1748031302000,2025-05-24 04:15:02,1905509
1748033106000,2025-05-24 04:45:06,1905509
1748034908000,2025-05-24 05:15:08,1906913
1748036701000,2025-05-24 05:45:01,1906913
1748038504000,2025-05-24 06:15:04,1907712
1748040307000,2025-05-24 06:45:07,1908750
1748042109000,2025-05-24 07:15:09,1911947
1748043902000,2025-05-24 07:45:02,1915773
1748045704000,2025-05-24 08:15:04,1920101
1748047507000,2025-05-24 08:45:07,1923528
1748049309000,2025-05-24 09:15:09,1928726
1748051102000,2025-05-24 09:45:02,1935395
1748052904000,2025-05-24 10:15:04,1945322
1748054707000,2025-05-24 10:45:07,1951397
1748056509000,2025-05-24 11:15:09,1955346
1748058301000,2025-05-24 11:45:01,1968930
1748060104000,2025-05-24 12:15:04,1977905
1748061908000,2025-05-24 12:45:08,1989023
1748063701000,2025-05-24 13:15:01,2010530
1748065503000,2025-05-24 13:45:03,2018285
1748067306000,2025-05-24 14:15:06,2033609
1748069108000,2025-05-24 14:45:08,2053548
1748070910000,2025-05-24 15:15:10,2071164
1748072702000,2025-05-24 15:45:02,2089469
1748074504000,2025-05-24 16:15:04,2110225
1748076306000,2025-05-24 16:45:06,2133918
1748078108000,2025-05-24 17:15:08,2160680
1748079910000,2025-05-24 17:45:10,2187291
1748081702000,2025-05-24 18:15:02,2216371
1748083504000,2025-05-24 18:45:04,2233480
1748085306000,2025-05-24 19:15:06,2260425
1748087110000,2025-05-24 19:45:10,2289815
1748088903000,2025-05-24 20:15:03,2341639
1748090705000,2025-05-24 20:45:05,2389130
1748092507000,2025-05-24 21:15:07,2431012
1748094309000,2025-05-24 21:45:09,2491626
1748096101000,2025-05-24 22:15:01,2561875
1748097904000,2025-05-24 22:45:04,2650802
1748098800000,2025-05-24 23:00:00,2703900
