time_point(ms),time(UTC+8),pt(ep)
1772849703000,2026-03-07 10:15:03,434965
1772851505000,2026-03-07 10:45:05,438770
1772853308000,2026-03-07 11:15:08,445215
1772855110000,2026-03-07 11:45:10,451965
1772856902000,2026-03-07 12:15:02,459777
1772858706000,2026-03-07 12:45:06,469236
1772860508000,2026-03-07 13:15:08,478255
1772862310000,2026-03-07 13:45:10,485115
1772864102000,2026-03-07 14:15:02,489170
1772865904000,2026-03-07 14:45:04,491280
1772867707000,2026-03-07 15:15:07,495971
1772869509000,2026-03-07 15:45:09,499095
1772871301000,2026-03-07 16:15:01,503490
1772873104000,2026-03-07 16:45:04,509960
1772874908000,2026-03-07 17:15:08,513854
1772876701000,2026-03-07 17:45:01,517820
1772878505000,2026-03-07 18:15:05,521193
1772880308000,2026-03-07 18:45:08,526501
1772882102000,2026-03-07 19:15:02,529703
1772883906000,2026-03-07 19:45:06,534061
1772885709000,2026-03-07 20:15:09,541211
1772887503000,2026-03-07 20:45:03,544805
1772889307000,2026-03-07 21:15:07,552166
1772891101000,2026-03-07 21:45:01,562000
1772892904000,2026-03-07 22:15:04,569186
1772894706000,2026-03-07 22:45:06,575722
1772896509000,2026-03-07 23:15:09,585578
1772898302000,2026-03-07 23:45:02,592815
1772900105000,2026-03-08 00:15:05,598311
1772901910000,2026-03-08 00:45:10,602880
1772903702000,2026-03-08 01:15:02,608648
1772905506000,2026-03-08 01:45:06,611985
1772907300000,2026-03-08 02:15:00,615780
1772909105000,2026-03-08 02:45:05,620703
1772910908000,2026-03-08 03:15:08,622845
1772912701000,2026-03-08 03:45:01,623860
1772914504000,2026-03-08 04:15:04,624864
1772916307000,2026-03-08 04:45:07,626545
1772918110000,2026-03-08 05:15:10,626640
1772919903000,2026-03-08 05:45:03,627445
1772921706000,2026-03-08 06:15:06,627492
1772923510000,2026-03-08 06:45:10,627525
1772925302000,2026-03-08 07:15:02,627525
1772927115000,2026-03-08 07:45:15,632805
1772928908000,2026-03-08 08:15:08,634875
1772930701000,2026-03-08 08:45:01,635339
1772932504000,2026-03-08 09:15:04,637875
1772934306000,2026-03-08 09:45:06,639163
1772936110000,2026-03-08 10:15:10,642002
1772937903000,2026-03-08 10:45:03,650633
1772939705000,2026-03-08 11:15:05,654548
1772941508000,2026-03-08 11:45:08,659155
1772943301000,2026-03-08 12:15:01,664385
1772945104000,2026-03-08 12:45:04,670858
1772946907000,2026-03-08 13:15:07,677990
1772948701000,2026-03-08 13:45:01,686810
1772950505000,2026-03-08 14:15:05,694525
1772952309000,2026-03-08 14:45:09,698440
1772954102000,2026-03-08 15:15:02,705635
1772955905000,2026-03-08 15:45:05,713653
1772957709000,2026-03-08 16:15:09,716691
1772959503000,2026-03-08 16:45:03,720629
1772961306000,2026-03-08 17:15:06,723418
1772963110000,2026-03-08 17:45:10,729324
1772964903000,2026-03-08 18:15:03,734196
1772966707000,2026-03-08 18:45:07,735682
1772968501000,2026-03-08 19:15:01,737960
1772970305000,2026-03-08 19:45:05,740420
1772972133000,2026-03-08 20:15:33,748415
1772973906000,2026-03-08 20:45:06,759011
1772975710000,2026-03-08 21:15:10,766446
1772977503000,2026-03-08 21:45:03,772829
1772979307000,2026-03-08 22:15:07,779669
1772981101000,2026-03-08 22:45:01,786504
1772982904000,2026-03-08 23:15:04,795240
1772984708000,2026-03-08 23:45:08,805918
1772986501000,2026-03-09 00:15:01,811935
1772988305000,2026-03-09 00:45:05,815756
1772990108000,2026-03-09 01:15:08,823199
1772991902000,2026-03-09 01:45:02,824493
1772993707000,2026-03-09 02:15:07,828370
1772995501000,2026-03-09 02:45:01,831767
1772997307000,2026-03-09 03:15:07,833699
1772999110000,2026-03-09 03:45:10,835315
1773000902000,2026-03-09 04:15:02,836900
1773002716000,2026-03-09 04:45:16,838283
1773004509000,2026-03-09 05:15:09,838283
1773006302000,2026-03-09 05:45:02,839761
1773008105000,2026-03-09 06:15:05,840735
1773009908000,2026-03-09 06:45:08,845460
1773011701000,2026-03-09 07:15:01,845460
1773013504000,2026-03-09 07:45:04,846774
1773015306000,2026-03-09 08:15:06,847972
1773017109000,2026-03-09 08:45:09,851557
1773018901000,2026-03-09 09:15:01,854337
1773020703000,2026-03-09 09:45:03,860736
1773022506000,2026-03-09 10:15:06,865325
1773024312000,2026-03-09 10:45:12,873165
1773026104000,2026-03-09 11:15:04,875605
1773027907000,2026-03-09 11:45:07,880272
1773029700000,2026-03-09 12:15:00,885975
1773031503000,2026-03-09 12:45:03,890990
1773033305000,2026-03-09 13:15:05,899372
1773035107000,2026-03-09 13:45:07,904810
1773036910000,2026-03-09 14:15:10,909200
1773038702000,2026-03-09 14:45:02,910301
1773040504000,2026-03-09 15:15:04,915413
1773042306000,2026-03-09 15:45:06,920845
1773044109000,2026-03-09 16:15:09,926326
1773045902000,2026-03-09 16:45:02,932725
1773047705000,2026-03-09 17:15:05,932968
1773049507000,2026-03-09 17:45:07,940590
1773051310000,2026-03-09 18:15:10,945644
1773053103000,2026-03-09 18:45:03,951529
1773054906000,2026-03-09 19:15:06,956311
1773056709000,2026-03-09 19:45:09,964884
1773058503000,2026-03-09 20:15:03,972887
1773060300000,2026-03-09 20:45:00,974088
1773062103000,2026-03-09 21:15:03,977206
1773063906000,2026-03-09 21:45:06,982354
1773065708000,2026-03-09 22:15:08,999413
1773067510000,2026-03-09 22:45:10,1008839
1773069302000,2026-03-09 23:15:02,1020840
1773071104000,2026-03-09 23:45:04,1029425
1773072906000,2026-03-10 00:15:06,1036088
1773074709000,2026-03-10 00:45:09,1044136
1773076501000,2026-03-10 01:15:01,1047180
1773078304000,2026-03-10 01:45:04,1055815
1773080108000,2026-03-10 02:15:08,1060213
1773081900000,2026-03-10 02:45:00,1062840
1773083710000,2026-03-10 03:15:10,1064635
1773085502000,2026-03-10 03:45:02,1068358
1773087305000,2026-03-10 04:15:05,1069124
1773089107000,2026-03-10 04:45:07,1069124
1773090900000,2026-03-10 05:15:00,1069775
1773092703000,2026-03-10 05:45:03,1070970
1773094507000,2026-03-10 06:15:07,1070970
1773096309000,2026-03-10 06:45:09,1072045
1773098103000,2026-03-10 07:15:03,1073360
1773099907000,2026-03-10 07:45:07,1074489
1773101701000,2026-03-10 08:15:01,1076218
1773103505000,2026-03-10 08:45:05,1079988
1773105309000,2026-03-10 09:15:09,1087261
1773107103000,2026-03-10 09:45:03,1093065
1773108906000,2026-03-10 10:15:06,1094539
1773110710000,2026-03-10 10:45:10,1098700
1773112504000,2026-03-10 11:15:04,1101171
1773114308000,2026-03-10 11:45:08,1107560
1773116100000,2026-03-10 12:15:00,1110662
1773117903000,2026-03-10 12:45:03,1116052
1773119707000,2026-03-10 13:15:07,1121462
1773121511000,2026-03-10 13:45:11,1125135
1773123303000,2026-03-10 14:15:03,1132030
1773125106000,2026-03-10 14:45:06,1132885
1773126909000,2026-03-10 15:15:09,1139990
1773128702000,2026-03-10 15:45:02,1141506
1773130506000,2026-03-10 16:15:06,1146873
1773132310000,2026-03-10 16:45:10,1146955
1773134104000,2026-03-10 17:15:04,1153111
1773135907000,2026-03-10 17:45:07,1157005
1773137710000,2026-03-10 18:15:10,1166901
1773139503000,2026-03-10 18:45:03,1170176
1773141307000,2026-03-10 19:15:07,1173359
1773143110000,2026-03-10 19:45:10,1179226
1773144919000,2026-03-10 20:15:19,1184085
1773146702000,2026-03-10 20:45:02,1193130
1773148506000,2026-03-10 21:15:06,1202070
1773150310000,2026-03-10 21:45:10,1214413
1773152103000,2026-03-10 22:15:03,1220537
1773153907000,2026-03-10 22:45:07,1234532
1773155710000,2026-03-10 23:15:10,1250088
1773157504000,2026-03-10 23:45:04,1254845
1773159308000,2026-03-11 00:15:08,1265672
1773161101000,2026-03-11 00:45:01,1278061
1773162905000,2026-03-11 01:15:05,1282040
1773164709000,2026-03-11 01:45:09,1286598
1773166502000,2026-03-11 02:15:02,1292658
1773168307000,2026-03-11 02:45:07,1295539
1773170107000,2026-03-11 03:15:07,1295856
1773171910000,2026-03-11 03:45:10,1300151
1773173702000,2026-03-11 04:15:02,1301065
1773175505000,2026-03-11 04:45:05,1301065
1773177308000,2026-03-11 05:15:08,1301640
1773179110000,2026-03-11 05:45:10,1302246
1773180903000,2026-03-11 06:15:03,1302357
1773182706000,2026-03-11 06:45:06,1303755
1773184508000,2026-03-11 07:15:08,1303755
1773186301000,2026-03-11 07:45:01,1308525
1773188104000,2026-03-11 08:15:04,1310878
1773189907000,2026-03-11 08:45:07,1315068
1773191709000,2026-03-11 09:15:09,1317367
1773193501000,2026-03-11 09:45:01,1318170
1773195304000,2026-03-11 10:15:04,1328945
1773197106000,2026-03-11 10:45:06,1333304
1773198909000,2026-03-11 11:15:09,1334835
1773200702000,2026-03-11 11:45:02,1336064
1773202504000,2026-03-11 12:15:04,1345176
1773204307000,2026-03-11 12:45:07,1352524
1773206109000,2026-03-11 13:15:09,1357796
1773207902000,2026-03-11 13:45:02,1361801
1773209704000,2026-03-11 14:15:04,1369708
1773211507000,2026-03-11 14:45:07,1372248
1773213310000,2026-03-11 15:15:10,1376060
1773215102000,2026-03-11 15:45:02,1383092
1773216905000,2026-03-11 16:15:05,1385443
1773218708000,2026-03-11 16:45:08,1391144
1773220500000,2026-03-11 17:15:00,1395705
1773222303000,2026-03-11 17:45:03,1401301
1773224105000,2026-03-11 18:15:05,1402968
1773225908000,2026-03-11 18:45:08,1409929
1773227710000,2026-03-11 19:15:10,1415764
1773229502000,2026-03-11 19:45:02,1424310
1773231317000,2026-03-11 20:15:17,1429870
1773233121000,2026-03-11 20:45:21,1436348
1773234904000,2026-03-11 21:15:04,1440970
1773236706000,2026-03-11 21:45:06,1449185
1773238509000,2026-03-11 22:15:09,1457420
1773240302000,2026-03-11 22:45:02,1468456
1773242104000,2026-03-11 23:15:04,1479390
1773243906000,2026-03-11 23:45:06,1493040
1773245709000,2026-03-12 00:15:09,1512546
1773247503000,2026-03-12 00:45:03,1523024
1773249308000,2026-03-12 01:15:08,1526198
1773251110000,2026-03-12 01:45:10,1530870
1773252902000,2026-03-12 02:15:02,1536350
1773254705000,2026-03-12 02:45:05,1539287
1773256508000,2026-03-12 03:15:08,1539808
1773258301000,2026-03-12 03:45:01,1543852
1773260104000,2026-03-12 04:15:04,1545280
1773261907000,2026-03-12 04:45:07,1545280
1773263701000,2026-03-12 05:15:01,1546990
1773265505000,2026-03-12 05:45:05,1547111
1773267309000,2026-03-12 06:15:09,1547518
1773269102000,2026-03-12 06:45:02,1547518
1773270906000,2026-03-12 07:15:06,1549750
1773272709000,2026-03-12 07:45:09,1549750
1773274501000,2026-03-12 08:15:01,1549893
1773276306000,2026-03-12 08:45:06,1552253
1773278108000,2026-03-12 09:15:08,1553693
1773279900000,2026-03-12 09:45:00,1555455
1773281703000,2026-03-12 10:15:03,1564425
1773283506000,2026-03-12 10:45:06,1568573
1773285309000,2026-03-12 11:15:09,1572489
1773287101000,2026-03-12 11:45:01,1582891
1773288904000,2026-03-12 12:15:04,1591821
1773290707000,2026-03-12 12:45:07,1599780
1773292501000,2026-03-12 13:15:01,1608265
1773294305000,2026-03-12 13:45:05,1613402
1773296108000,2026-03-12 14:15:08,1617473
1773297902000,2026-03-12 14:45:02,1622818
1773299705000,2026-03-12 15:15:05,1628940
1773301508000,2026-03-12 15:45:08,1630008
1773303310000,2026-03-12 16:15:10,1631791
1773305103000,2026-03-12 16:45:03,1634490
1773306906000,2026-03-12 17:15:06,1646069
1773308710000,2026-03-12 17:45:10,1653887
1773310504000,2026-03-12 18:15:04,1659940
1773312306000,2026-03-12 18:45:06,1666363
1773314112000,2026-03-12 19:15:12,1671215
1773315905000,2026-03-12 19:45:05,1682955
1773317708000,2026-03-12 20:15:08,1683850
1773319500000,2026-03-12 20:45:00,1690568
1773321303000,2026-03-12 21:15:03,1693378
1773323107000,2026-03-12 21:45:07,1702022
1773324909000,2026-03-12 22:15:09,1713628
1773326702000,2026-03-12 22:45:02,1720798
1773328506000,2026-03-12 23:15:06,1731325
1773330308000,2026-03-12 23:45:08,1755015
1773332101000,2026-03-13 00:15:01,1763041
1773333904000,2026-03-13 00:45:04,1771202
1773335707000,2026-03-13 01:15:07,1782703
1773337511000,2026-03-13 01:45:11,1787230
1773339304000,2026-03-13 02:15:04,1791297
1773341107000,2026-03-13 02:45:07,1800696
1773342907000,2026-03-13 03:15:07,1801807
1773344710000,2026-03-13 03:45:10,1803250
1773346503000,2026-03-13 04:15:03,1805505
1773348306000,2026-03-13 04:45:06,1808437
1773350109000,2026-03-13 05:15:09,1810145
1773351902000,2026-03-13 05:45:02,1811360
1773353705000,2026-03-13 06:15:05,1811675
1773355508000,2026-03-13 06:45:08,1813478
1773357301000,2026-03-13 07:15:01,1814925
1773359105000,2026-03-13 07:45:05,1815936
1773360909000,2026-03-13 08:15:09,1816766
1773362701000,2026-03-13 08:45:01,1820341
1773364504000,2026-03-13 09:15:04,1820341
1773366307000,2026-03-13 09:45:07,1823036
1773368109000,2026-03-13 10:15:09,1834577
1773369901000,2026-03-13 10:45:01,1841480
1773371705000,2026-03-13 11:15:05,1847519
1773373507000,2026-03-13 11:45:07,1851492
1773375310000,2026-03-13 12:15:10,1855980
1773377103000,2026-03-13 12:45:03,1862762
1773378907000,2026-03-13 13:15:07,1872582
1773380709000,2026-03-13 13:45:09,1885971
